ordem_doc,ciclo,numero_processo,ano_protocolo,projeto,titulo_norm,proponente,chave_proponente,valor_autorizado,valor_total,valor_autorizado_bruto,valor_total_bruto,flag_valor_suspeito,status,enquadramento,municipio_fonte,municipio_reparado,municipios_es,cod_ibge_lista,n_municipios_es,locais_fora_es,locais_nao_resolvidos,municipio_ausente_na_fonte,tipo_local,municipio_valor,cod_ibge_valor,flag_municipio_incerto,nota_municipio,fonte_url,fonte_pagina,linha_arquivo
363,2023,2022-HH970,2022,"Encantando Pessoas, Celebrando A Natureza",encantando pessoas celebrando a natureza,Porto E Stein Produções LTDA-ME,porto e stein producoes,316411.12,316411.12,316411.12,316411.12,False,concluido,,Vitória; Guarapari; Cariacica; Linhares; Marechal,Vitória; Guarapari; Cariacica; Linhares; Marechal Floriano,Marechal Floriano; Cariacica; Guarapari; Linhares; Vitória,3203346;3201308;3202405;3203205;3205309,5,,,False,varios_municipios,,,True,"transbordo 2022-HH970->2023-MZ120 ('Marechal'+'Floriano'='Marechal Floriano', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,22,80
364,2023,2023-MZ120,2023,Festival Internacional De Jazz E Bossa De Santa Teresa - Santajazz - 10ª Edição,festival internacional de jazz e bossa de santa teresa santajazz 10a edicao,Rota Service Ltda,rota service,500000.0,700000.0,500000.0,700000.0,False,concluido,,Floriano Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,True,"transbordo 2022-HH970->2023-MZ120 ('Marechal'+'Floriano'='Marechal Floriano', papel B); ",https://secult.es.gov.br/lista-de-projetos-habilitados,22,81
365,2023,2022-CD23H,2022,Cinema é Coisa Séria,cinema e coisa seria,Viana Projetos Culturais LTDA,viana projetos culturais,499961.86,499961.86,499961.86,499961.86,False,concluido,,Vitória; Vila Velhae Serra,Vitória; Vila Velhae Serra,Vila Velha; Vitória; Serra,3205200;3205309;3205002,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,22,82
366,2023,2022-GHF1N,2022,Olha Pro Céu Meu Amor,olha pro ceu meu amor,Fabrício De Jesus Santos 13081898773,fabricio de jesus santos,161076.8,161076.8,161076.8,161076.8,False,captacao_expirada,,Mucurici; Ponto Belo; Montanha; Pinheiros; Santa Maria de Jetibá; Itaguaçu; Vila,Mucurici; Ponto Belo; Montanha; Pinheiros; Santa Maria de Jetibá; Itaguaçu; Vila Pavão,Santa Maria de Jetibá; Ponto Belo; Vila Pavão; Pinheiros; Itaguaçu; Montanha; Mucurici,3204559;3204252;3205150;3204104;3202702;3203502;3203601,7,,,False,varios_municipios,,,True,"transbordo 2022-GHF1N->2022-8S91R ('Vila'+'Pavão'='Vila Pavão', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,23,83
367,2023,2022-8S91R,2022,Marien Calixte Jazz Music Festival - 4a. Edição,marien calixte jazz music festival 4a edicao,Daniel Goncalves Morelo ME,daniel goncalves morelo,499984.86,795984.86,499984.86,795984.86,False,concluido,,Pavão; Muqui. Vitória; Vila Velha,Muqui. Vitória; Vila Velha,Vila Velha; Vitória; Muqui,3205200;3205309;3203809,3,,,False,varios_municipios,,,True,"transbordo 2022-GHF1N->2022-8S91R ('Vila'+'Pavão'='Vila Pavão', papel B); ",https://secult.es.gov.br/lista-de-projetos-habilitados,23,84
368,2023,2022-R4K8H,2022,Memórias do Quilombo Monte Alegre,memorias do quilombo monte alegre,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,associacao de salvaguarda do patrimonio imaterial cachoeirense,304173.94,304173.94,304173.94,304173.94,False,concluido,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,85
369,2023,2023-LGC1J,2023,25o Festival de Inverno da Sanfona e da Viola de São Pedro do Itabapoana,25o festival de inverno da sanfona e da viola de sao pedro do itabapoana,Associação dos Moradores da Comunidade de São Pedro do Itabapoana,associacao dos moradores da comunidade de sao pedro do itabapoana,500000.0,1143000.0,500000.0,1143000.0,False,concluido,,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,86
370,2023,2022-S4TPC,2022,Fabricação e Musicalização da Flauta Transversal,fabricacao e musicalizacao da flauta transversal,Marcos Alberto Penitenti Neto 13877278779,marcos alberto penitenti neto,118307.5,118307.5,118307.5,118307.5,False,captacao_expirada,,Colatina,Colatina,Colatina,3201506,1,,,False,um_municipio,Colatina,3201506.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,87
371,2023,2022-1557P,2022,CineMarias Mulheres Protagonistas - 2023,cinemarias mulheres protagonistas 2023,Puri Produções e Eventos LTDA,puri producoes e eventos,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,88
372,2023,2022-40RJ2,2022,Modernização museológica do Museu Aberto das Tartarugas Marinhas da Fundação Projeto Tamar em Vitória/ES,modernizacao museologica do museu aberto das tartarugas marinhas da fundacao projeto tamar em vitoria es,Fundação Centro Brasileiro De Proteção E Pesquisa Das Tartarugas Marinhas,fundacao centro brasileiro de protecao e pesquisa das tartarugas marinhas,700000.0,700000.0,700000.0,700000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,89
373,2023,2022-JTL99,2022,Mostra Comemorativa 30 Anos do Festival de Cinema de Vitória,mostra comemorativa 30 anos do festival de cinema de vitoria,Instituto Brasil de Cultura e Arte - IBCA,instituto brasil de cultura e arte ibca,500000.0,1545540.04,500000.0,1545540.04,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,90
374,2023,2022-WT5FZ,2022,Caravana Combiousa - Expedição Monte Aghá,caravana combiousa expedicao monte agha,Saulo Ribeiro Amorim 07041380777,saulo ribeiro amorim,237047.39,240962.39,237047.39,240962.39,False,concluido,,Vitória; Piúma,Vitória; Piúma,Vitória; Piúma,3205309;3204203,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,91
375,2023,2022-8KN40,2022,Vozes Plurais,vozes plurais,CINE TEATRO RIBALTA LTDA,cine teatro ribalta,464399.64,464399.64,464399.64,464399.64,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,92
376,2023,2022-QNZ17,2022,"Nano Viana, 20 anos",nano viana 20 anos,Expurgação Filmes e Produções Artísticas LTDA,expurgacao filmes e producoes artisticas,249999.95,249999.95,249999.95,249999.95,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,93
377,2023,2022-T58GX,2022,RUBEM BRAGA - A VIDA EM VOZ ALTA - Circulação pelo ES,rubem braga a vida em voz alta circulacao pelo es,WB PRODUCOES ARTISTICAS E CULTURAIS LTDA.ORG,wb producoes artisticas e culturais,419650.0,419650.0,419650.0,419650.0,False,concluido,,Vitória; Colatina; Viana; Guaçuí; Cachoeiro de Itapemirim; São Mateus; Serra,Vitória; Colatina; Viana; Guaçuí; Cachoeiro de Itapemirim; São Mateus; Serra,Cachoeiro de Itapemirim; São Mateus; Colatina; Vitória; Guaçuí; Serra; Viana,3201209;3204906;3201506;3205309;3202306;3205002;3205101,7,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,94
378,2023,2022-HZM71,2022,Origraffes (Original Graffiti Espírito Santo),origraffes original graffiti espirito santo,Starley Bonfim Silva LTDA,starley bonfim silva,,,,,False,concluido,,Serra,Serra,Serra,3205002,1,,,False,um_municipio,Serra,3205002.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,95
379,2023,2022-PS1Q5,2022,Crias.Lab 2023,crias lab 2023,Puri Produções E Eventos LTDA,puri producoes e eventos,500000.0,901600.0,500000.0,901600.0,False,concluido,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,96
380,2023,2022-MH6GF,2022,Do Barroco a Jobim - Uma Viagem pela Música,do barroco a jobim uma viagem pela musica,Dennys Batista Serafim 11814243720,dennys batista serafim,161925.36,161925.36,161925.36,161925.36,False,captacao_expirada,,Santa Teresa; Colatina; Santa Maria do Jetibá; João Neiva; Santa,Santa Teresa; Colatina; Santa Maria do Jetibá; João Neiva; Santa Teresa,Santa Maria de Jetibá; Santa Teresa; João Neiva; Colatina,3204559;3204609;3203130;3201506,4,,,False,varios_municipios,,,True,"transbordo 2022-MH6GF->2022-61S2R ('Santa'+'Teresa'='Santa Teresa', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,23,97
381,2023,2022-61S2R,2022,FECSTA -6 - Festival De Cinema De Santa Teresa,fecsta 6 festival de cinema de santa teresa,Satírica Filmes Produções LTDA,satirica filmes producoes,494479.0,744479.0,494479.0,744479.0,False,concluido,,Teresa Vitória; Santa Teresa,Vitória; Santa Teresa,Santa Teresa; Vitória,3204609;3205309,2,,,False,varios_municipios,,,True,"transbordo 2022-MH6GF->2022-61S2R ('Santa'+'Teresa'='Santa Teresa', papel B); ",https://secult.es.gov.br/lista-de-projetos-habilitados,23,98
382,2023,2023-PH2D3,2023,"Festa da Penha 2023 ""Com Maria, chamados a Servir""",festa da penha 2023 com maria chamados a servir,Associação dos Amigos do Convento de N. S. da Penha,associacao dos amigos do convento de n s da penha,500000.0,1307700.0,500000.0,1307700.0,False,concluido,,Vitória; Vila Velha; Cariacica,Vitória; Vila Velha; Cariacica,Vila Velha; Cariacica; Vitória,3205200;3201308;3205309,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,23,99
383,2023,2022-185J7,2022,Centro Cultural Luz Del Fuego,centro cultural luz del fuego,Marco Antonio Reis Da Silva 15147346724,marco antonio reis da silva,161983.12,161983.12,161983.12,161983.12,False,concluido,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,100
384,2023,2022-D7K3C,2022,Natal de Encantos - 2023,natal de encantos 2023,COES - Cia de Ópera do Espírito Santo,companhia de opera do espirito santo,500000.0,1253600.0,500000.0,1253600.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,101
385,2023,2022-5949M,2022,Põe Fermento No Menino Melequento,poe fermento no menino melequento,Porto E Stein Produções LTDA-ME,porto e stein producoes,154165.84,154165.84,154165.84,154165.84,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,102
386,2023,2022-DRBWG,2022,Raiar da Liberdade,raiar da liberdade,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,associacao de salvaguarda do patrimonio imaterial cachoeirense,165866.0,165866.0,165866.0,165866.0,False,concluido,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,103
387,2023,2022-CC9TK,2022,Baile Voador: ressaca do carnaval 2023,baile voador ressaca do carnaval 2023,Sagui Produções E Eventos LTDA,sagui producoes e eventos,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,104
388,2023,2022-B0CCP,2022,Prêmio da Música Capixaba - 2a. Edição,premio da musica capixaba 2a edicao,Daniel Goncalves Morelo ME,daniel goncalves morelo,462598.0,462598.0,462598.0,462598.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,105
389,2023,2022-RTPHL,2022,Carnaval de Congo de Máscaras de Roda D’Água de Cariacica-2023,carnaval de congo de mascaras de roda d agua de cariacica 2023,Associação de Bandas de Congo de Cariacica - ABCC,associacao de bandas de congo de cariacica,470290.0,550640.0,470290.0,550640.0,False,concluido,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,106
390,2023,2022-7D9CX,2022,Encontro Das Pretas - 9a Edição,encontro das pretas 9a edicao,Instituto Das Pretas.Org,instituto das pretas,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vila Velha Alegre; Apiacá,Vila Velha Alegre; Apiacá,Vila Velha; Alegre; Apiacá,3205200;3200201;3200508,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,107
391,2023,2022-8LMZ7,2022,Residência literária nas montanhas do Caparaó,residencia literaria nas montanhas do caparao,Danyel Ferreira Sueth 08636705711,danyel ferreira sueth,161622.55,161622.55,161622.55,161622.55,False,em_execucao,,Bom Jesus do Norte; Divino São Lourenço; Dores do Rio Preto; São José do Calçado; Guaçuí; Iúna,Bom Jesus do Norte; Divino São Lourenço; Dores do Rio Preto; São José do Calçado; Guaçuí; Iúna,São José do Calçado; Divino de São Lourenço; Bom Jesus do Norte; Dores do Rio Preto; Guaçuí; Iúna,3204807;3201803;3201100;3202009;3202306;3203007,6,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,108
392,2023,2022-92247,2022,"Jogo Digital: ""12 Anos no ES""",jogo digital 12 anos no es,Mito Games Ltda,mito games,484842.05,734290.05,484842.05,734290.05,False,concluido,,Ibatiba; Ibitirama; Irupi; Muniz Freire Vitória,Ibatiba; Ibitirama; Irupi; Muniz Freire Vitória,Muniz Freire; Ibitirama; Ibatiba; Vitória; Irupi,3203700;3202553;3202454;3205309;3202652,5,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,109
393,2023,2022-PKJ52,2022,Carnaval Cultural de Mimoso do Sul/ES - 2023,carnaval cultural de mimoso do sul es 2023,Associação Oficina da Vida - ONG,associacao oficina da vida ong,477512.0,477512.0,477512.0,477512.0,False,concluido,,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,110
394,2023,2022-2ZKZG,2022,Carnaval Multicultural de Atílio Vivácqua/ES - 2023,carnaval multicultural de atilio vivacqua es 2023,Associação Oficina da Vida - ONG,associacao oficina da vida ong,366127.0,366127.0,366127.0,366127.0,False,concluido,,Atílio Vivácqua,Atílio Vivácqua,Atílio Vivácqua,3200706,1,,,False,um_municipio,Atílio Vivácqua,3200706.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,111
395,2023,2022-CSTK7,2022,11° Festival de Música Erudita do Espírito Santo,11 festival de musica erudita do espirito santo,Companhia de Ópera do Espírito Santo,companhia de opera do espirito santo,440553.0,940553.0,440553.0,940553.0,False,captacao_expirada,,Vitória; Serra,Vitória; Serra,Vitória; Serra,3205309;3205002,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,112
396,2023,2022-B6CR0,2022,23º Festival Nacional de Teatro de Guaçuí,23o festival nacional de teatro de guacui,"Grupo Teatral Gota, Pó e Poeira",grupo teatral gota po e poeira,189202.0,189202.0,189202.0,189202.0,False,concluido,,Guaçuí,Guaçuí,Guaçuí,3202306,1,,,False,um_municipio,Guaçuí,3202306.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,113
397,2023,2022-0GW77,2022,Do cheiro do café em flor,do cheiro do cafe em flor,De Repente o Rio Produções Cinematográficas e Artísticas LTDA,de repente o rio producoes cinematograficas e artisticas,500000.0,900000.0,500000.0,900000.0,False,captacao_expirada,,Alegre,Alegre,Alegre,3200201,1,,,False,um_municipio,Alegre,3200201.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,114
398,2022,2022-1810C,2022,"Travessia - O parto à margem, no rio Piraquê-Açu",travessia o parto a margem no rio piraque acu,Karoline Delfino Felicio 09624076740,karoline delfino felicio,121811.34,121811.34,121811.34,121811.34,False,concluido,,Município Vitória; Aracruz; Serra,Município Vitória; Aracruz; Serra,Aracruz; Vitória; Serra,3200607;3205309;3205002,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,2
399,2022,2022-C4V42,2022,Algazarra Coral: formação vocal e responsabilidade social – ano 2023,algazarra coral formacao vocal e responsabilidade social ano 2023,Instituto Todos Os Cantos,instituto todos os cantos,368109.12,368109.12,368109.12,368109.12,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,3
400,2022,2022-Z2KZF,2022,A Fantástica Carpintaria,a fantastica carpintaria,Cidade Quintal Serviços de Design e Arte Urbana LTDA,cidade quintal servicos de design e arte urbana,115468.47,115468.47,115468.47,115468.47,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,4
401,2022,2022-19NNC,2022,Espetáculo Alice No País Das Maravilhas,espetaculo alice no pais das maravilhas,Academia Lenira Borges Ltda,academia lenira borges,107126.41,107126.41,107126.41,107126.41,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,5
402,2022,2022-9BD9G,2022,Sabor e Saber,sabor e saber,SYU EMPREENDEDORISMO S/A,syu empreendedorismo,468266.8,468266.8,468266.8,468266.8,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,6
403,2022,2022-JBZVN,2022,Carnaval Folclórico do Boi Pintadinho de Muqui/ES - 2023,carnaval folclorico do boi pintadinho de muqui es 2023,Região Sul Capixaba dos Vales e Café Convention & Visitours Bureau.,regiao sul capixaba dos vales e cafe convention visitors bureau,480712.0,480712.0,480712.0,480712.0,False,concluido,,Muqui Iúna; Ibitirama; Irupi; Divino São,Muqui Iúna; Ibitirama; Irupi; Divino de São Lourenço,Divino de São Lourenço; Ibitirama; Irupi; Muqui; Iúna,3201803;3202553;3202652;3203809;3203007,5,,,False,varios_municipios,,,True,"transbordo 2022-JBZVN->2022-83B3M ('Divino São'+'Lourenço'='Divino de São Lourenço', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,24,7
404,2022,2022-83B3M,2022,State of Coffee,state of coffee,Finordia Produções Culturais Ltda,finordia producoes culturais,465000.0,465000.0,465000.0,465000.0,False,concluido,,Lourenço; Jaguaré; Vila Valério; Sooretama; São Mateus; Conceição da Barra; Venda Nova do Imigrante; Castelo; Conceição do Castelo; Santa,Jaguaré; Vila Valério; Sooretama; São Mateus; Conceição da Barra; Venda Nova do Imigrante; Castelo; Conceição do Castelo; Santa Maria de Jetibá,Venda Nova do Imigrante; Santa Maria de Jetibá; Conceição do Castelo; Conceição da Barra; Vila Valério; São Mateus; Sooretama; Castelo; Jaguaré,3205069;3204559;3201704;3201605;3205176;3204906;3205010;3201407;3203056,9,,,False,varios_municipios,,,True,"transbordo 2022-JBZVN->2022-83B3M ('Divino São'+'Lourenço'='Divino de São Lourenço', papel B); transbordo 2022-83B3M->2022-220W3 ('Santa'+'Maria'='Santa Maria de Jetibá', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,24,8
405,2022,2022-220W3,2022,Águas Do Itapemirim,aguas do itapemirim,Institutos Últimos Refúgios,instituto ultimos refugios,478513.64,478513.64,478513.64,478513.64,False,concluido,,Maria; Santa Teresa; Domingos Vargem Alta; Martins; Castelo; Cachoeiro Brejetuba. de Itapemirim; Caparaó; Marataízes,Santa Teresa; Domingos Martins; Vargem Alta; Castelo; Cachoeiro de Itapemirim; Brejetuba; Caparaó; Marataízes,Cachoeiro de Itapemirim; Domingos Martins; Santa Teresa; Vargem Alta; Marataízes; Brejetuba; Castelo,3201209;3201902;3204609;3205036;3203320;3201159;3201407,7,,caparao (região do Caparaó (não há município do ES com esse nome; o homônimo é de MG)),False,varios_municipios,,,True,"transbordo 2022-83B3M->2022-220W3 ('Santa'+'Maria'='Santa Maria de Jetibá', papel B); reescrita: linhas intercaladas na célula: 'Domingos … Martins' e 'Cachoeiro … de Itapemirim' + 'Brejetuba'; ",https://secult.es.gov.br/lista-de-projetos-habilitados,24,9
406,2022,2022-64KD3,2022,8ª TendaLab,8a tendalab,Galpão Produções Artísticas e Culturais LTDA,galpao producoes artisticas e culturais,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vila Velha; Vitória,Vila Velha; Vitória,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,10
407,2022,2022-XJ2XH,2022,Narrativas Periféricas,narrativas perifericas,Kf Trindade Economia Criativa,kf trindade economia criativa,361429.89,361429.89,361429.89,361429.89,False,concluido,,Vitória; Vila Velha; Cariacica; Linhares; Cachoeiro,Vitória; Vila Velha; Cariacica; Linhares; Cachoeiro,Vila Velha; Cariacica; Cachoeiro de Itapemirim; Linhares; Vitória,3205200;3201308;3201209;3203205;3205309,5,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,11
408,2022,2022-2LCF5,2022,O Fabuloso Mundo das Cores - Heidi Liebermann,o fabuloso mundo das cores heidi liebermann,Liebermann Projetos Criativos,liebermann projetos criativos,478957.18,478957.18,478957.18,478957.18,False,concluido,,Aracruz Vitória,Aracruz Vitória,Aracruz; Vitória,3200607;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,12
409,2022,2022-TNZCX,2022,11º FECIM - Festival de TV e Cinema de Muqui,11o fecim festival de tv e cinema de muqui,Associação Comercial E Empresarial de Muqui - Ace Muqui,associacao comercial e empresarial de muqui ace muqui,373868.0,373868.0,373868.0,373868.0,False,captacao_expirada,,Muqui,Muqui,Muqui,3203809,1,,,False,um_municipio,Muqui,3203809.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,13
410,2022,2022-HD6BK,2022,Natal da Paz e do Bem,natal da paz e do bem,Liebermann Projetos Criativos,liebermann projetos criativos,225042.98,225042.98,225042.98,225042.98,False,concluido,,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,14
411,2022,2022-1XWXJ,2022,Natal Iluminado 2022,natal iluminado 2022,Tribuna Publicidade LTDA,tribuna publicidade,353904.71,353904.71,353904.71,353904.71,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,15
412,2022,2022-65X12,2022,Livro “Baía das Tartarugas: Riqueza marinha na capital do Espírito Santo”,livro baia das tartarugas riqueza marinha na capital do espirito santo,Instituto Últimos Refúgios,instituto ultimos refugios,499311.04,499311.04,499311.04,499311.04,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,16
413,2022,2022-C89QH,2022,Herança Negra - Turnê no Espírito Santo,heranca negra turne no espirito santo,Jonathan da Silva Santos 08946637714,jonathan da silva santos,161993.0,161993.0,161993.0,161993.0,False,captacao_expirada,,Vitória; Vila Velha,Vitória; Vila Velha,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,24,17
414,2022,2022-NCX4M,2022,1ª Etapa do Museu do Mosteiro Zen.,1a etapa do museu do mosteiro zen,"Instituto Modus Vivendi de Desenvolvimento Social, Cultural e Ambiental",instituto modus vivendi,368043.02,368043.02,368043.02,368043.02,False,concluido,,Ibiraçu,Ibiraçu,Ibiraçu,3202504,1,,,False,um_municipio,Ibiraçu,3202504.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,18
415,2022,2022-1MLZT,2022,Projeto Xapuri,projeto xapuri,Centro de Treinamento Esportivo Capixaba,centro de treinamento esportivo capixaba,473419.64,473419.64,473419.64,473419.64,False,concluido,,Guarapari,Guarapari,Guarapari,3202405,1,,,False,um_municipio,Guarapari,3202405.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,19
416,2022,2022-HR8RT,2022,Remontagem Do Armazém Do Café De Santa Marta/Ibitirama Como Centro Cultural Multiverso Em Patrimônio Da Penha/ Divino De São Lourenço.,remontagem do armazem do cafe de santa marta ibitirama como centro cultural multiverso em patrimonio da penha divino de sao lourenco,Associação Permacultural Jacutinga do Caparaó,associacao permacultural jacutinga do caparao,415178.68,415178.68,415178.68,415178.68,False,captacao_expirada,,Divino de São Lourenço; Santa Marta; Ibitirama,Divino de São Lourenço; Santa Marta; Ibitirama,Divino de São Lourenço; Ibitirama,3201803;3202553,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,20
417,2022,2022-MFF4T,2022,"Manutenção do ensino musical gratuito para crianças, adolescentes e jovens da Escola Municipal Agrícola",manutencao do ensino musical gratuito para criancas adolescentes e jovens da escola municipal agricola,Paulo Henrique Falqueto Da Silva 09760676761,paulo henrique falqueto da silva,162000.0,162000.0,162000.0,162000.0,False,concluido,,Afonso Cláudio,Afonso Cláudio,Afonso Cláudio,3200102,1,,,False,um_municipio,Afonso Cláudio,3200102.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,21
418,2022,2022-CP09H,2022,Ready to Rock,ready to rock,Instituto Viva Vida,instituto viva vida,408492.03,408492.03,408492.03,408492.03,False,concluido,,Vitória-ES; Vila Velha-ES; São Paulo,Vitória-ES; Vila Velha-ES; São Paulo,Vila Velha; Vitória,3205200;3205309,2,São Paulo,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,22
419,2022,2022-05G2G,2022,Mostra Povoar,mostra povoar,Bule Estúdio Criativo Produções Artísticas LTDA,bule estudio criativo producoes artisticas,401222.92,401222.92,401222.92,401222.92,False,concluido,,São Mateus,São Mateus,São Mateus,3204906,1,,,False,um_municipio,São Mateus,3204906.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,23
420,2022,2022-3Q613,2022,Formemus 2023,formemus 2023,Daniel Goncalves Morelo ME,daniel goncalves morelo,452500.0,732950.0,452500.0,732950.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,24
