ordem_doc,ciclo,numero_processo,ano_protocolo,projeto,titulo_norm,proponente,chave_proponente,valor_autorizado,valor_total,valor_autorizado_bruto,valor_total_bruto,flag_valor_suspeito,status,enquadramento,municipio_fonte,municipio_reparado,municipios_es,cod_ibge_lista,n_municipios_es,locais_fora_es,locais_nao_resolvidos,municipio_ausente_na_fonte,tipo_local,municipio_valor,cod_ibge_valor,flag_municipio_incerto,nota_municipio,fonte_url,fonte_pagina,linha_arquivo
173,2024,2023-M66CV,2023,"BATALHA DO N9V: CULTURA, ARTE E LAZER NA FAVELA",batalha do n9v cultura arte e lazer na favela,INSTITUTO SALOMAO VIX,instituto salomao vix,420000.0,420000.0,420000.0,420000.0,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,13
174,2024,2023-Z8S67,2023,Feira de Empreendedorismo LGBTQIA+ do Espirito Santo,feira de empreendedorismo lgbtqia do espirito santo,ASSOCIACAO GRUPO ORGULHO LIBERDADE E DIGNIDADE-GOLD,associacao grupo orgulho liberdade e dignidade gold,229095.0,229095.0,229095.0,229095.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,14
175,2024,2024-L3MTX,2024,ANIMA - 1º ENCONTRO DE CINEMA DE ANIMAÇÃO,anima 1o encontro de cinema de animacao,R V VAGMAKER PRODUTORA,rv vagmaker produtora,311986.16,311986.16,311986.16,311986.16,False,captando,cota-demais,,,,,0,,,True,ausente,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,15
176,2024,2024-VWLGS,2024,Música no Parque,musica no parque,Julia Cabral Abreu Sodré,julia cabral abreu sodre,499984.34,486600.99,499984.34,486600.99,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,16
177,2024,2024-5GVJJ,2024,2º ventania.lab - Laboratório Audiovisual,2o ventania lab laboratorio audiovisual,Ventania Produções Audiovisuais Ltda,ventania producoes audiovisuais,367559.5,367559.5,367559.5,367559.5,False,captando,cota-demais,,,,,0,,,True,ausente,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,17
178,2024,2023-0HB19,2023,Natal da Paz e do Bem,natal da paz e do bem,Liebermann Projetos Criativos LTDA,liebermann projetos criativos,227050.0,221650.0,227050.0,221650.0,False,em_execucao,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,18
179,2024,2023-R7GC8,2023,Festival raizes do Samba,festival raizes do samba,Instituto Raízes,instituto raizes,499999.84,499999.84,499999.84,499999.84,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,19
180,2024,2024-X6HWG,2024,2ª Festa da Palavra,2a festa da palavra,Instituto Manguere,instituto manguere,483000.0,,483000.0,500.0,True,concluido,cota-demais,Itaúnas,Itaúnas,Conceição da Barra,3201605,1,,,False,um_municipio,Conceição da Barra,3201605.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,20
181,2024,2023-CS62C,2023,Circuito Cultural Jardim Camburi,circuito cultural jardim camburi,Associação Comunitária De Jardim Camburi,associacao comunitaria de jardim camburi,336570.48,336570.48,336570.48,336570.48,False,captando,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,21
182,2024,2024-0QFT9,2024,"""Teatro vai à escola - De onde vem o dinheiro?""",teatro vai a escola de onde vem o dinheiro,WB PRODUCOES ARTISTICAS E CULTURAIS LTDA,wb producoes artisticas e culturais,397364.0,397364.0,397364.0,397364.0,False,em_execucao,cota-demais,Serra; Vitória,Serra; Vitória,Vitória; Serra,3205309;3205002,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,12,22
183,2024,2023-P78XD,2023,“CAFÉ PURO PODCAST”,cafe puro podcast,1440. PRESS EDITORA E CONTEÚDO LTDA,1440 press editora e conteudo,243028.5,243028.5,243028.5,243028.5,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,23
184,2024,2024-0GZ3G,2024,2º FESTIVAL NACIONAL DE CAPOEIRA,2o festival nacional de capoeira,LR PRODUÇÕES,lr producoes,281690.0,281690.0,281690.0,281690.0,False,concluido,cota-demais,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,24
185,2024,2023-V29BR,2023,Amor e Movimento,amor e movimento,Monique Cruz Studio de Dança Ltda,monique cruz studio de danca,321160.02,321160.02,321160.02,321160.02,False,captando,cota-fora-rmgv,São Mateus,São Mateus,São Mateus,3204906,1,,,False,um_municipio,São Mateus,3204906.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,25
186,2024,2023-6NSLP,2023,Café & Cultura: Núcleo de Desenvolvimento de Roteiros,cafe cultura nucleo de desenvolvimento de roteiros,Jargo Ltda,jargo,236274.15,236274.15,236274.15,236274.15,False,captacao_expirada,cota-demais,Dores do Rio Preto; Iúna,Dores do Rio Preto; Iúna,Dores do Rio Preto; Iúna,3202009;3203007,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,26
187,2024,2023-TQ8C9,2023,Ecos Culturais do Convento,ecos culturais do convento,Instituto Brasileiro de Apoio ao Desenvolvimento Social e Econômico,instituto brasileiro de apoio ao desenvolvimento social e economico,480000.0,480000.0,480000.0,480000.0,False,em_execucao,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,27
188,2024,2023-4PQBF,2023,“Legado Irreprimível: As páginas de resistência da obra de Perly Cipriano”,legado irreprimivel as paginas de resistencia da obra de perly cipriano,1440.Press Editora e Conteudo Ltda,1440 press editora e conteudo,267158.49,267158.49,267158.49,267158.49,False,captacao_expirada,cota-demais,Vitória; Barra de São Francisco,Vitória; Barra de São Francisco,Barra de São Francisco; Vitória,3200904;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,28
189,2024,2023-T72M5,2023,“Jardins do Afeto e da Memória”,jardins do afeto e da memoria,Associação Cultural Circense e Ambiental Uma Floresta,associacao cultural circense e ambiental uma floresta,482000.0,482000.0,482000.0,482000.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,29
190,2024,2023-6HNH7,2023,"""A Escola vai ao Teatro""",a escola vai ao teatro,Ser Oficina de Teatro Ltda/Me,ser oficina de teatro,136375.69,136375.69,136375.69,136375.69,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,30
191,2024,2023-5V13M,2023,Cidades 20-30,cidades 20 30,Instituto Capixaba De Ciências E Administração,instituto capixaba de ciencias e administracao,493550.0,493550.0,493550.0,493550.0,False,concluido,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,31
192,2024,2024-518VD,2024,Morte de um Caixeiro Viajante,morte de um caixeiro viajante,WB Producoes Artisticas e Culturais Ltda,wb producoes artisticas e culturais,494000.0,918700.0,494000.0,918700.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,32
193,2024,2024-9VDTT,2024,Festa da Pecuária,festa da pecuaria,Brasil Ticket Ltda,brasil ticket,489300.0,489300.0,489300.0,489300.0,False,captacao_expirada,cota-demais,Baixo Guandu,Baixo Guandu,Baixo Guandu,3200805,1,,,False,um_municipio,Baixo Guandu,3200805.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,33
194,2024,2024-GG084,2024,O Quebra Nozes Capixaba Itinerante,o quebra nozes capixaba itinerante,Centro De Entretenimento Liviane Pimenta LTDA,centro de entretenimento liviane pimenta,380000.0,380000.0,380000.0,380000.0,False,captando,cota-demais,Aracruz; Cachoeiro de Itapemirim; Linhares,Aracruz; Cachoeiro de Itapemirim; Linhares,Cachoeiro de Itapemirim; Linhares; Aracruz,3201209;3203205;3200607,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,34
195,2024,2023-LZSX4,2023,"Banda Musical São Sebastião, 73 anos de história",banda musical sao sebastiao 73 anos de historia,32.178.631 Fernanda de Oliveira Busato,fernanda de oliveira busato,162000.0,162000.0,162000.0,162000.0,False,captacao_expirada,cota-demais,Afonso Cláudio,Afonso Cláudio,Afonso Cláudio,3200102,1,,,False,um_municipio,Afonso Cláudio,3200102.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,35
196,2024,2023-J53ZF,2023,“Orquestra Acadêmica do Ifes”,orquestra academica do ifes,32.178.631 Fernanda de Oliveira Busato,fernanda de oliveira busato,162000.0,162000.0,162000.0,162000.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,36
197,2024,2024-ZDJJM,2024,Gera.Ação - Oficinas Intergeracionais,gera acao oficinas intergeracionais,Bossa Comunicação e Cultura Eireli,bossa comunicacao e cultura,280750.0,280750.0,280750.0,280750.0,False,captacao_expirada,cota-demais,Colatina,Colatina,Colatina,3201506,1,,,False,um_municipio,Colatina,3201506.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,37
198,2024,2023-PCDF2,2023,"Projeto Raízes da Aldeia: Cultura, Artesanato e Resgate",projeto raizes da aldeia cultura artesanato e resgate,"Associação Amigos da Justiça, Cidadania, Educação e Arte",associacao amigos da justica cidadania educacao e arte,499949.47,499949.47,499949.47,499949.47,False,em_execucao,cota-fora-rmgv,Aracruz,Aracruz,Aracruz,3200607,1,,,False,um_municipio,Aracruz,3200607.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,38
199,2024,2023-DSMSP,2023,2º Festival Semente Literária,2o festival semente literaria,MB Produção Cultural,mb producao cultural,83320.52,84750.52,83320.52,84750.52,False,captando,cota-demais,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,39
200,2024,2023-0NZB3,2023,'Encontro da Chefs 2024'',encontro da chefs 2024,Conexxo Serviços e Gestão de Eventos LTDA,conexxo servicos e gestao de eventos,489200.0,605500.0,489200.0,605500.0,False,concluido,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,40
201,2024,2023-Z1JBG,2023,IX Encontro Brasileiro de Trompistas no Espírito Santo,ix encontro brasileiro de trompistas no espirito santo,Júlia Sodré - Gestão de Projetos Musicais,julia sodre gestao de projetos musicais,362966.26,362966.26,362966.26,362966.26,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,13,41
202,2024,2024-SFCLQ,2024,Projeto Stoked,projeto stoked,Base Company Ltda,base company,396616.0,396616.0,396616.0,396616.0,False,captacao_expirada,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,42
203,2024,2024-Q2470,2024,Diversão e Arte,diversao e arte,WB Producoes Artisticas E Culturais Ltda;,wb producoes artisticas e culturais,499756.6,499756.0,499756.6,499756.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,43
204,2024,2024-PM31K,2024,Crias.Lab 2024,crias lab 2024,Puri Produções E Eventos Ltda,puri producoes e eventos,500000.0,500000.0,500000.0,500000.0,False,concluido,cota-demais,Cariacica; Serra; Vitória; Vila Velha,Cariacica; Serra; Vitória; Vila Velha,Vila Velha; Cariacica; Vitória; Serra,3205200;3201308;3205309;3205002,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,44
205,2024,2023-KZHXT,2023,Onda Sonora,onda sonora,Wpar & Associados Ltda,wpar associados,285089.39,285089.39,285089.39,285089.39,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,45
206,2024,2024-LNTS6,2024,207ª Festa Do Divino Espírito Santo De Viana-ES,207a festa do divino espirito santo de viana es,Leonardo Caetano Eireli ME,leonardo caetano,358109.86,358109.86,358109.86,358109.86,False,concluido,cota-demais,Viana,Viana,Viana,3205101,1,,,False,um_municipio,Viana,3205101.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,46
207,2024,2023-9RT9Q,2023,10º Festival Nacional de Cinema Ambiental do Espírito Santo - CINE.EMA,10o festival nacional de cinema ambiental do espirito santo cine ema,Caju Produções LTDA ME,caju producoes,500000.0,1499535.55,500000.0,1499535.55,False,em_execucao,cota-pautados,Aracruz; Vila Veha; Cachoeiro de Itapemirim,Aracruz; Vila Veha; Cachoeiro de Itapemirim,Cachoeiro de Itapemirim; Vila Velha; Aracruz,3201209;3205200;3200607,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,47
208,2024,2023-HJF7P,2023,“Itália Mia 2024”,italia mia 2024,"Associação Amigos da Justiça, Cidadania, Educação e Arte",associacao amigos da justica cidadania educacao e arte,100000.0,200000.0,100000.0,200000.0,False,captacao_expirada,cota-fora-rmgv,João Neiva,João Neiva,João Neiva,3203130,1,,,False,um_municipio,João Neiva,3203130.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,48
209,2024,2023-0J1G1,2023,A DANÇA: Universo em Expansão,a danca universo em expansao,Estúdio de Dança Ballet Plié,estudio de danca ballet plie,136397.0,136397.0,136397.0,136397.0,False,concluido,cota-fora-rmgv,Pinheiros,Pinheiros,Pinheiros,3204104,1,,,False,um_municipio,Pinheiros,3204104.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,49
210,2024,2023-4MJCT,2023,'24º Festival Nacional de Teatro de Guaçuí”,24o festival nacional de teatro de guacui,"Grupo Teatral Gota, Pó e Poeira",grupo teatral gota po e poeira,229781.52,229781.52,229781.52,229781.52,False,concluido,cota-pautados,Guaçuí,Guaçuí,Guaçuí,3202306,1,,,False,um_municipio,Guaçuí,3202306.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,50
211,2024,2023-D8NHK,2023,'Carnaval Cultural de Mimoso do Sul – 2024”,carnaval cultural de mimoso do sul 2024,Região Sul Capixaba dos Vales e Cafe Convention & Visitors Bureau,regiao sul capixaba dos vales e cafe convention visitors bureau,500000.0,500000.0,500000.0,500000.0,False,captacao_expirada,cota-fora-rmgv,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,51
212,2024,2024-2B0N1,2024,Arte e Cultura para Todos - 2º edição,arte e cultura para todos 2o edicao,WB PRODUCOES ARTISTICAS E CULTURAIS LTDA,wb producoes artisticas e culturais,384524.8,384524.8,384524.8,384524.8,False,captacao_expirada,cota-demais,Serra; Vitória,Serra; Vitória,Vitória; Serra,3205309;3205002,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,52
213,2024,2024-MS3QJ,2024,1° Serra CineLab,1 serra cinelab,Finordia Produções Culturais Ltda;,finordia producoes culturais,484000.0,1500000.0,484000.0,1500000.0,False,captacao_expirada,cota-demais,Serra,Serra,Serra,3205002,1,,,False,um_municipio,Serra,3205002.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,53
214,2024,2023-D2859,2023,“Tecer Folias”,tecer folias,Associação Oficina da Vida - ONG,associacao oficina da vida ong,457000.0,462000.0,457000.0,462000.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,54
215,2024,2023-83NRF,2023,“Festival Origraffes - 7° Edição”,festival origraffes 7 edicao,iÁ Estúdio;,ia estudio,500000.0,2463375.0,500000.0,2463375.0,False,concluido,cota-demais,Serra,Serra,Serra,3205002,1,,,False,um_municipio,Serra,3205002.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,55
216,2024,2023-57VCH,2023,Centro Cultural Canela Verde,centro cultural canela verde,Ananda,ananda lugon bourguignon,161999.14,161999.14,161999.14,161999.14,False,captacao_expirada,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,56
217,2024,2023-QM38R,2023,Manutenção Artística com Foco no Conceito PsicoComportamental,manutencao artistica com foco no conceito psicocomportamental,Cia de Dança Mítzi Martucci,cia de danca mitzi martucci,496884.33,496884.33,496884.33,496884.33,False,captacao_expirada,cota-demais,Vitória; Vila Velha,Vitória; Vila Velha,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,57
218,2024,2024-KN5MZ,2024,7ª Festa Flor do Café,7a festa flor do cafe,Associação dos Agricultores Familiares Três Reis,associacao dos agricultores familiares tres reis,421075.0,471075.0,421075.0,471075.0,False,captacao_expirada,cota-fora-rmgv,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,58
219,2024,2023-QCBWF,2023,“Carna Surpresa - O Carnaval da Barra do Jucu”,carna surpresa o carnaval da barra do jucu,Bloco Surpresa,bloco surpresa,499972.41,499972.41,499972.41,499972.41,False,concluido,cota-pautados,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,14,59
